bn:00000004n	शून्य जीरो 0 शून्य_समारोह
bn:00041510n	धूसर grayness ग्रे भूरापन
bn:00041512n	
bn:00041513n	
bn:00041536n	बूढ़ा बूढ़े_आदमी
bn:00041544n	ग्रीज ग्रीज़ ओंगन_तेल तेल
bn:00041585n	परमशक्ति महाशक्ति प्रमुख_शक्ति महान_शक्ति hyperpower महान_शक्तियों विश्वशक्ति वैश्विक_शक्ति वैश्विक_शक्ति_है शक्ति शक्तिशाली_देश
bn:00041606n	ओवरकोट लबादा ग्रेटकोट topcoat
bn:00041611n	न्यूयॉर्क न्यूयॉर्क_नगर न्यू_यार्क न्यू_योर्क_शहर न्यूयॉर्क_शहर new_york_city नयूयाॅर्क_नगर न्युयाॅर्क_शहर न्यू_यार्क_नगर न्यू_याॅर्क न्यू_यॉर्क_शहर न्यूयार्क_सिटी न्यूयॉर्क_सिटी ग्रेटर_न्यूयॉर्क
bn:00041634n	यूनानी_भाषा ग्रीक ग्रीक_भाषा ग्रीक_साहित्य यूनानी_साहित्य यूनानी
bn:00041635n	यूनानी
bn:00041648n	हरा सब्ज़ आर्मी_ग्रीन धानी_रंग नींबू फेल्ड्ग्राउ विरिडायन विरिडियन हरा_रंग हरे हरे_रंग सब्ज़ी
bn:00041654n	जलन ईर्ष्या हरी_आंखों_राक्षस
bn:00041658n	green_been हरी_फलियों हरी_बीन्स
bn:00041678n	वर्मांट वरमॉण्ट vermont वरमोंट vermonter vt ग्रीन_माउंटेन_राज्य
bn:00041717n	ग्रीनलैण्ड ग्रीनलैन्ड ग्रीनलैंड gronland kalaallit_nunaat
bn:00041736n	greenwich_village ग्रीनविच_विलेज
bn:00041739n	अभिवादन अभिनंदन ग्रीटिंग बधाई
bn:00041774n	जॉनी_reb reb छोकरा
bn:00041807n	मुस्कुराहट मुस्कान मुस्कुरा खीस_निकालना
bn:00041820n	दस्ता हत्था हैंडल आमने_-_सामने_की_लड़ाई संभाल संभालना
bn:00041837n	pansari पंसारी
bn:00041848n	inguen कमर
bn:00041853n	प्रशिक्षण त्रैनिङ्
bn:00041855n	
bn:00041868n	प्राप्तियों सकल
bn:00041881n	कारण
bn:00041883n	मृदा मिट्टी मृदा_संरचना भूमि
bn:00041927n	groundbreaker अन्वेषक आविष्कार नवीन_आविष्कारों
bn:00041942n	समूह
bn:00041948n	बैठक बैठकों समूह_की_बैठक
bn:00041966n	
bn:00041978n	विकास
bn:00041979n	बढ़ाई वृद्धि
bn:00041986n	वृद्धि_दर विकास_दर
bn:00042006n	सूअर घरेलू_सुअर सुस sus_scrofa_domestica सुअर पालतू_सूअर शूकर सूअरों सूकर
bn:00042010n	गुआम गौम guam ग्वाम गुजरात
bn:00042039n	वारंटी गारंटी वारंटी_का_उल्लंघन
bn:00042043n	पासबान मुहाफ़िज़ रक्षक रखवाला संरक्षक
bn:00042044n	
bn:00042045n	असफल_सुरक्षित पकड़_सुरक्षा फेलसेफ सुरक्षा सुरक्षा_साधन
bn:00042049n	
bn:00042081n	गुरिल्ला छापामार गुरिल्ला_युद्ध गुरिल्ला_रणनीति गुरिल्लाओं छापामार_युद्ध छापामारों सशस्त्र_संघर्ष
bn:00042090n	अतिथि निमन्त्रण
bn:00042120n	अग्रणी_प्रकाश निर्देशक_प्रकाश प्रकाशग्रह प्रसिद्ध विख्याति
bn:00042128n	अपराध अपराधिता
bn:00042149n	भेष
bn:00042150n	गिटार रॉक_गिटार
bn:00042160n	उपसागर खलीज खाड़ी
bn:00042189n	गंगा_चिल्ली मुर्गाबी समुद्र_ठगना gulls seagull seagulls गंगा_-_चिल्ली ठगना
bn:00042191n	gullies नाली
bn:00042221n	अग्निशस्त्र अग्निशस्त्रों बंदूक बंदूकें
bn:00042223n	बंदूकधारी gunslinger hitman gunfighter gunfighting gunslingers triggerman आदमी_को_मारा किराए_पर_बंदूक भाड़े_के_लिए_बंदूक हिट_आदमी
bn:00042250n	बारूद blackpowder काला_पाउडर गन_पाउडर
bn:00042275n	स्वाद ज़ायक़ा hi_ज़ायक़ा बुनियादी_स्वाद स्वाद_धारणा स्वाद_सनसनी
bn:00042286n	zestfulness उत्साह
bn:00042316n	gymnasiums जिम व्यायामशाला
bn:00042317n	जिम_चटाई
bn:00042326n	जिम्नास्टिक्स जिमनास्टिक्स जिम्नास्टिक जिमनास्टिक जिमनास्ट व्यायाम
bn:00042327n	व्यायाम_घोड़ा
bn:00042360n	
bn:00042379n	पानी जल h₂o डाईहाइड्रोजन_मोनो_ऑक्साइड पीयूष हाइड्रोजन_हाइड्रॉक्साइड अंबु केन्द्रीय_जल_आयोग तोय नीर h2o तरल_पानी
bn:00042404n	आदत
bn:00042409n	पर्यावास निकेत microhabitat घरेलू_मैदान निवास वन्यजीव_निवास_स्थान वास
bn:00042437n	hackwork
bn:00042473n	हीमोग्लोबिन हीमोग्लोबीन मॉडिफ़ाइड_अमेरिकन_प्लान
bn:00042519n	hail ओला ओले ओलों
bn:00042526n	बाल मानव_बाल सिर_के_बाल
bn:00042601n	आधा अर्ध ०,५ १/२ आधे एक_आधा
bn:00042605n	आधा_नस्ल
bn:00042611n	आधा_तीव्रता
bn:00042644n	हाल्फ़बेक
bn:00042663n	महाकक्ष हॉल दालान
bn:00042680n	विभ्रांति भ्रांति hallucinating hallucinatory दृश्य_मतिभ्रम भ्रांत_करना मतिभ्रम माया
