bn:00000004n	صفر 0
bn:00068710n	سبوتاژ
bn:00068762n	
bn:00068780n	
bn:00068782n	دکھ
bn:00068790n	سیف‎
bn:00068799n	
bn:00068819n	sága
bn:00068820n	
bn:00068915n	
bn:00068916n	
bn:00068922n	
bn:00068923n	
bn:00068925n	
bn:00068933n	
bn:00068934n	
bn:00068943n	
bn:00068947n	
bn:00068979n	
bn:00068991n	نمک نمك
bn:00069062n	
bn:00069078n	
bn:00069079n	
bn:00069081n	
bn:00069122n	
bn:00069126n	ریت ریت‎ ريت
bn:00069143n	چپل چپل‎
bn:00069220n	دانائی sapience دانائي
bn:00069280n	
bn:00069327n	
bn:00069369n	
bn:00069382n	ساواناہ،_جارجیا savannah ss_savannah ساواناہ،_جارجيا
bn:00069413n	
bn:00069461n	عددیہ_میدان scalar_field scalar_fields عدديهٔ_ميدان عدديہ_ميدان عددیهٔ_میدان
bn:00069467n	
bn:00069469n	
bn:00069513n	
bn:00069523n	سکارف‎
bn:00069544n	
bn:00069550n	
bn:00069552n	
bn:00069553n	
bn:00069555n	
bn:00069560n	
bn:00069568n	نظام_الاوقات شیڈول‎ نِظامُ_الْاَوْقات‎
bn:00069579n	
bn:00069580n	نظام نظام‎
bn:00069583n	scherzo
bn:00069614n	اسکالرشپ تعلیمی_وظیفہ اسكالرشپ
bn:00069619n	اسکول مدرسہ جامعہ یونیورسٹی اسکول‎ تعلیم_گاہ‎ تعلیمی_ادارہ‎ دبستان‎ درس_گاہ‎ مدرسہ‎ مکتب‎ school اسكول
bn:00069620n	
bn:00069622n	
bn:00069636n	
bn:00069638n	درسی_کتاب دَرْسی_کِتاب‎ نِصابی_کِتاب‎ ٹیکْسْٹ_بُک‎ درسی_کتب
bn:00069643n	
bn:00069666n	سویٹزرلینڈ سوئٹزر_لینڈ سویٹز_رلینڈ سویٹزرلینڈ‎ ch اتحاد_سويٹزر_لينڈ اتحاد_سویٹزر_لینڈ سوئزرلينڈ سوئزرلینڈ سوئيزرلينڈ سوئٹزر_لينڈ سوئٹزرلينڈ سوئٹزرلینڈ سوئیزرلینڈ سوائٹزرلينڈ سوائٹزرلینڈ سويزر_لينڈ سويٹزر_لينڈ سويٹزرلينڈ سویزر_لینڈ سویٹذرلینڈ سویٹزر_لینڈ سیویٹزرلینڈ ہلويشيا ہلویشیا
bn:00069668n	
bn:00069680n	سائنس_دان سائِنْس_داں‎ عالِم‎
bn:00069731n	
bn:00069750n	
bn:00069751n	
bn:00069752n	
bn:00069757n	
bn:00069773n	
bn:00069775n	
bn:00069797n	
bn:00069819n	scratch
bn:00069841n	چیخ‎
bn:00069862n	منظرنامہ
bn:00069881n	
bn:00069924n	بت_تراشی مجسمہ_سازی sculpture بت_تراشي سنگتراشي سنگتراشی مجسمہ_سازي
bn:00069946n	بحیرہ آزاد_سمندر ازاد_سمندر بحيرہ
bn:00069954n	
bn:00070036n	
bn:00070044n	تلاش_وارنٹ
bn:00070047n	
bn:00070056n	
bn:00070057n	فصول رتو موسم season
bn:00070066n	سیٹ‎
bn:00070080n	
bn:00070127n	
bn:00070132n	
bn:00070139n	دوسری_جنگ_عظیم جنگ_عظیم_دوم دوسری_عالمی_جنگ‎ جنگ_عظيم_دوئم جنگ_عظيم_دوم جنگ_عظیم_دوئم دوسري_جنگ_عظم دوسري_جنگ_عظيم دوسري_جنگِ_عظيم دوسري_عالمي_جنگ دوسری_جنگ_العلمين دوسری_جنگ_عظم دوسری_جنگِ_عظیم دوسری_عالمی_جنگ
bn:00070159n	راز‎ رہسیہ‎ سر‎
bn:00070164n	
bn:00070168n	سیکرٹری_جنرل
bn:00070169n	
bn:00070176n	
bn:00070178n	
bn:00070190n	
bn:00070191n	
bn:00070192n	
bn:00070193n	
bn:00070207n	
bn:00070213n	سیکولرازم سيكولرازم سیکیولر_ازم
bn:00070218n	سہامی_منڈی اسٹاک_ایکسچینج بازارِ_حِصَص‎ اسٹاك_ايكسچينج اسٹاك_ماركيٹ اسٹاک_ايکسچينج اسٹاک_مارکیٹ بازار_حصص حصص_بازار سٹاك_ايكسچينج سٹاك_بازار سٹاک_بازار سہامي_منڈي
bn:00070219n	سیکیوریٹی
bn:00070230n	چَوکِیدار‎
bn:00070253n	بیج بیج‎ بيج
bn:00070254n	
bn:00070259n	
bn:00070265n	
bn:00070290n	
bn:00070302n	زلزلہ_پیما زلزلهٔ_پيما زلزلهٔ_پیما زلزلہ_پيما
bn:00070325n	
bn:00070332n	خود_کشی suicide خود_كشي خودكشي خودکشی
bn:00070339n	
bn:00070343n	
bn:00070347n	حق_خودارادیت حق_خوداراديت
bn:00070351n	خود_کی_تعظیم خود_توقیری خود_تعظیم
bn:00070376n	
bn:00070381n	
bn:00070458n	سینیٹ ایوانِ_بالا سینیٹ‎ سینات
bn:00070459n	ریاستہائے_متحدہ_سینٹ امريكي_سينٹ امریکی_سینٹ امریکی_سینیٹ رياستہائے_متحدہ_سينٹ ریاستہائے_متحدهٔ_سینٹ
bn:00070461n	سنٹر‎
bn:00070494n	حس حِس‎ sensation sensations sensory احاسيس احاسیس احساس احساسات حسي حسی محسوس
bn:00070497n	
bn:00070498n	
bn:00070506n	
bn:00070512n	
bn:00070513n	
bn:00070528n	جملہ جملہ‎
bn:00070532n	
bn:00070537n	ستمبر ستمبر‎ september
bn:00070542n	
bn:00070568n	
bn:00070575n	
bn:00070593n	
bn:00070597n	سلسلہ
bn:00070598n	سلسلہ_وار_فکشن
bn:00070609n	
bn:00070610n	
bn:00070648n	
bn:00070651n	خدمت
bn:00070652n	
bn:00070653n	
bn:00070654n	
bn:00070677n	
bn:00070689n	بیٹھک‎ سبھا‎
bn:00070696n	
bn:00070697n	طاقم مجموعہ set
bn:00070699n	
bn:00070724n	آباد_مقام انساني_آبادكاري انساني_ابادكاري انسانی_ابادکاری
bn:00070733n	
bn:00070753n	آبنکاسی sewage آبنكاسي ابنكاسي ابنکاسی غلاظت_نكاسي غلاظت_نکاسی نكاسئ_آب نكاسئ_اب نكاسي_آب نكاسي_اب نكاسيءِ_آب نكاسيءِ_اب نكاسيِ_آب نكاسيِ_اب نکاسئ_آب نکاسئ_اب نکاسی_آب نکاسی_اب نکاسیءِ_آب نکاسیءِ_اب نکاسیِ_آب نکاسیِ_اب گند_نكاسي گند_نکاسی
bn:00070772n	
bn:00070773n	جنس
bn:00070820n	سایہ چھایا چھایا‎
bn:00070829n	
bn:00070841n	
bn:00070871n	
bn:00070879n	
bn:00070912n	حصہ حِصَّہ‎ سہام حصهٔ
bn:00070914n	شیئر_ہولڈر حِصّے_دار‎
bn:00070919n	شارک شارک_مچھلی‎ شارک‎ شارك
bn:00070926n	
bn:00070937n	
bn:00070952n	
bn:00070967n	بھیڑ ovis_aries بھيڑ
bn:00070981n	
bn:00070987n	
bn:00070999n	طاق‎
bn:00071019n	
bn:00071020n	
bn:00071033n	
bn:00071038n	شیرف
bn:00071056n	
bn:00071057n	
bn:00071059n	
bn:00071060n	
bn:00071079n	
bn:00071085n	
bn:00071103n	بحرینہ ship بحري_جہاز بحري_جہازوں بحرينوں بحرينہ بحری_جہاز بحری_جہازوں بحرینوں
bn:00071122n	
bn:00071126n	
bn:00071172n	جوتا جوتا‎
bn:00071177n	جوتوں_کی_ڈوریاں
bn:00071202n	
bn:00071203n	
bn:00071206n	
bn:00071207n	
bn:00071212n	
bn:00071215n	دوکان دکان دُوکان‎ دُکان‎
bn:00071216n	کارگاہ دوکان‎ دکان‎ كارگاہ
bn:00071229n	خریداری
bn:00071235n	
bn:00071241n	
bn:00071276n	
bn:00071281n	
bn:00071294n	
bn:00071315n	
bn:00071382n	شٹر‎
bn:00071383n	
bn:00071399n	سیامی_بلی سيامي_بلي
bn:00071431n	
bn:00071432n	
bn:00071433n	
bn:00071434n	
bn:00071435n	
bn:00071436n	
bn:00071453n	
bn:00071505n	
bn:00071507n	
bn:00071508n	
bn:00071509n	
bn:00071524n	
bn:00071525n	اشارہ اشاره‎ نشان نشانی
bn:00071526n	
bn:00071554n	
bn:00071559n	
bn:00071599n	ریشم ريشم
bn:00071609n	
bn:00071625n	چاندی‎
bn:00071670n	یکساں
bn:00071695n	
bn:00071707n	گناہ خطا‎ پاپ‎ گناہ‎
bn:00071708n	
bn:00071731n	گایک
bn:00071734n	گلوکاری گایک گلوکار گلوكار گلوكاري گلوكارہ گلوکارہ
bn:00071763n	
bn:00071802n	
bn:00071803n	
bn:00071838n	
bn:00071843n	سالی
bn:00071869n	
bn:00071887n	
bn:00071890n	
bn:00071923n	
bn:00071924n	خاکہ_نگاری خاكہ خاكہ_نگاري خاکہ
bn:00071925n	
bn:00071961n	
bn:00071978n	
bn:00072003n	
bn:00072011n	کَپال‎
bn:00072016n	آسمان sky اسمان
bn:00072065n	
bn:00072080n	
bn:00072084n	
bn:00072090n	
bn:00072093n	سلافیہ_زبانیں سلاوی_زبانیں سلافيهٔ_زبانيں سلافيہ_زبانيں سلافیهٔ_زبانیں سلاوي_زبانيں
bn:00072101n	نیند نيند
bn:00072170n	
bn:00072174n	
bn:00072175n	
bn:00072194n	
bn:00072213n	
bn:00072240n	
bn:00072248n	بستی
bn:00072274n	چھوٹی_آنت small_intestine چھوٹي_آنت چھوٹي_انت چھوٹی_انت
bn:00072287n	چیچک سیتلا‎ ماتا‎ چیچک‎ چيچك
bn:00072319n	
bn:00072374n	گھونگھا زمینی_گھونگھے زمینی_گھونگے سمندری_گھونگھے گھونگھے زميني_گھونگھے زميني_گھونگے سمندري_گھونگھے
bn:00072432n	
bn:00072455n	برف_باری برف برف_باري برفباري برفباری
bn:00072456n	
bn:00072488n	
bn:00072494n	
bn:00072496n	صابن
bn:00072528n	معاہدہ_عمرانی عمرانی_معاہدہ معاہدهٔ_عمراني معاہدهٔ_عمرانی معاہدہ_عمراني
bn:00072529n	
bn:00072554n	
bn:00072559n	اشتراکیت سوشلزم سماجواد اشتراكيت كميونزم كيمونزم کمیونزم کیمونزم
bn:00072565n	
bn:00072566n	سماج معاشرت معاشرے
bn:00072592n	
bn:00072603n	
bn:00072606n	
bn:00072610n	
bn:00072620n	سوفٹ_ڈرنک ہلکا_مشروب سوفٹ_درنک
bn:00072686n	
bn:00072687n	نظام_شمسی سورج_منڈلی‎ نظام_شمسي نظامِ_شمسي نظامِ_شمسی
bn:00072698n	فوجی
bn:00072719n	
bn:00072727n	یگانگت یَک_جِہَتی‎ یَگانْگَت‎
bn:00072728n	
bn:00072744n	
bn:00072749n	
bn:00072760n	محلول solution غیر_مرتکز_محلول محلول_کا_ارتکاز مرتکز_محلول
bn:00072761n	
bn:00072794n	گیت گانا song گيت
bn:00072807n	سانیٹ سانیٹی
bn:00072821n	
bn:00072830n	سوپرانو
bn:00072851n	
bn:00072852n	
bn:00072854n	افسوس
bn:00072856n	
bn:00072875n	
bn:00072886n	آتما‎ روح‎
bn:00072892n	
bn:00072893n	آواز sound آوازوں اواز اوازوں ساؤنڈ ساونڈ
bn:00072894n	
bn:00072943n	اصل_ماخذ
bn:00072944n	
bn:00072960n	جنوبی_ریاستہائے_متحدہ
bn:00072961n	
bn:00072966n	جنوبی_امریکا جنوبی_امریکہ جنوبی_امریکہ‎ south_america جنوبي_امريكا جنوبي_امريكہ جنوبي_رياستہائے_متحدہ جنوبی_ریاستہائے_متحدہ
bn:00072976n	
bn:00072991n	
bn:00073007n	
bn:00073024n	
bn:00073038n	
bn:00073039n	
bn:00073050n	
bn:00073063n	
bn:00073064n	فاوڑا‎
bn:00073092n	ہسپانوی_زبان ہسپانوی ہسپانوي اسپینش اسپینش_زبان سپینش سپینش_زبان ہسپانوي_زبان ہسپانی
bn:00073093n	
bn:00073170n	
bn:00073204n	
bn:00073206n	ماہر‎
bn:00073210n	نوع انواع انوع
bn:00073211n	
bn:00073219n	
bn:00073220n	
bn:00073222n	
bn:00073236n	
bn:00073237n	طیف spectrum اطياف اطیاف طيف
bn:00073240n	
bn:00073256n	
bn:00073258n	سمتار ولاسٹی اوسط_سمتار اوسط_ولاسٹی خطی_سمتار سمتی_رفتار ولاسٹي
bn:00073279n	املا املاء
bn:00073308n	
bn:00073329n	
bn:00073338n	مکڑی مكڑي مكڑياں مکڑیاں
bn:00073351n	
bn:00073427n	
bn:00073430n	
bn:00073480n	
bn:00073490n	
bn:00073524n	spoken_word
bn:00073526n	
bn:00073544n	
bn:00073545n	
bn:00073547n	چمچ چمچہ
bn:00073557n	
bn:00073571n	کهلڑی‎
bn:00073572n	
bn:00073615n	
bn:00073625n	
bn:00073636n	بہار بسنت موسم_بہار
bn:00073638n	
bn:00073643n	
bn:00073646n	
bn:00073649n	
bn:00073698n	
bn:00073699n	ٹیم
bn:00073724n	مربع_میل square_mile مربع_ميل
bn:00073766n	
bn:00073788n	
bn:00073796n	
bn:00073801n	
bn:00073802n	
bn:00073816n	
bn:00073823n	
bn:00073847n	تلوین تلوين
bn:00073851n	
bn:00073853n	سیڑھیاں سیڑھی‎ سیڑھی
bn:00073854n	
bn:00073868n	نباتی_تنا تباتی_تنا
bn:00073878n	
bn:00073902n	
bn:00073919n	معیاری_انحراف معیاری_انحراف‎ standard_deviation معياري_انحراف
bn:00073933n	
bn:00073975n	
bn:00073990n	
bn:00073998n	
bn:00074009n	
bn:00074010n	
bn:00074021n	علاقائی_حکومت ریاستی_حکومت صوبائی_حکومت مقامی_حکومت
bn:00074023n	
bn:00074033n	
bn:00074049n	
bn:00074057n	
bn:00074066n	
bn:00074076n	
bn:00074088n	
bn:00074094n	چور
bn:00074122n	
bn:00074123n	فولاد steel
bn:00074206n	سوتیلی_ماں سوتیلی_بیٹی سوتیلے_والدین سوتیلا_باپ سوتیلے_ماں_باپ
bn:00074212n	
bn:00074217n	
bn:00074221n	
bn:00074234n	سٹیرائیڈ
bn:00074236n	
bn:00074251n	
bn:00074252n	
bn:00074270n	
bn:00074287n	
bn:00074296n	
bn:00074323n	
bn:00074332n	سٹاک سٹاك
bn:00074365n	
bn:00074376n	
bn:00074392n	
bn:00074410n	
bn:00074430n	
bn:00074446n	
bn:00074450n	
bn:00074452n	
bn:00074453n	گودام اَن٘بار‎ مال_خانَہ‎ مال_گودام‎ گودام‎ warehouse گودامات
bn:00074458n	آندھی آندھی‎ طوفان‎ آندھي اندھي اندھی
bn:00074472n	
bn:00074496n	
bn:00074505n	
bn:00074518n	
bn:00074544n	
bn:00074572n	
bn:00074588n	دھارا‎ رود‎ ندی‎
bn:00074594n	
bn:00074595n	
bn:00074615n	زور‎ شکتی‎
bn:00074633n	
bn:00074640n	
bn:00074642n	
bn:00074645n	
bn:00074651n	
bn:00074654n	
bn:00074669n	
bn:00074682n	
bn:00074702n	
bn:00074759n	
bn:00074760n	
bn:00074767n	
bn:00074786n	فنگاہ اسٹوڈیو studio
bn:00074790n	
bn:00074791n	
bn:00074798n	
bn:00074811n	
bn:00074815n	
bn:00074831n	
bn:00074832n	
bn:00074839n	
bn:00074840n	
bn:00074873n	بَرِّصَغِیر‎
bn:00074883n	
bn:00074884n	
bn:00074894n	
bn:00074897n	
bn:00074900n	موضوع
bn:00074903n	
bn:00074907n	
bn:00074960n	
bn:00074983n	
bn:00074984n	
bn:00074985n	
bn:00075008n	مضافات
bn:00075023n	
bn:00075024n	
bn:00075025n	
bn:00075059n	غدۂ_عرق
bn:00075069n	
bn:00075080n	
bn:00075094n	
bn:00075142n	
bn:00075151n	موسم_گرما گرما گرمي گرمياں گرمی گرمیاں
bn:00075170n	سورج خورشید‎ سورج‎ سوریہ‎ افتاب
bn:00075171n	دھوپ آفتابش افتابش
bn:00075172n	
bn:00075204n	غروب غروب_آفتاب غروب_افتاب
bn:00075272n	
bn:00075283n	
bn:00075298n	توہم_پرستی خرافت‎
bn:00075310n	
bn:00075315n	عشائیہ
bn:00075322n	
bn:00075323n	
bn:00075326n	
bn:00075330n	
bn:00075331n	
bn:00075373n	
bn:00075374n	
bn:00075375n	
bn:00075376n	
bn:00075382n	
bn:00075385n	
bn:00075386n	
bn:00075392n	
bn:00075413n	
bn:00075427n	نگہداری surveillance مراقبت نگہداري
bn:00075444n	
bn:00075448n	
bn:00075453n	معطلات
bn:00075456n	
bn:00075468n	کانا_پھوسی
bn:00075513n	
bn:00075584n	
bn:00075601n	
bn:00075617n	
bn:00075643n	
bn:00075644n	ہجا اَکْشَر‎ شبدانش‎ ہِجا‎
bn:00075652n	علامت علامات_و_اشارات علامت‎
bn:00075669n	
bn:00075673n	سمفونی ہم_نوائی
bn:00075688n	شول کنیسہ كنيسہ
bn:00075696n	
bn:00075718n	
bn:00075747n	
bn:00075759n	
bn:00075760n	
bn:00075761n	
bn:00075762n	
bn:00075763n	
bn:00075785n	
bn:00075794n	
bn:00075796n	سل یکشما‎ t_b tb tuberculosis تپ_دق ٹي_بي ٹی_بی
bn:00075812n	جدول‎
bn:00075813n	ميز میز اتپیٹھکا‎ میز‎ پٹل‎
bn:00075824n	
bn:00075833n	
bn:00075843n	tabula_rasa
bn:00075897n	تاہیٹی تاہیٹی‎ tahití تاهٹي تاهٹی تاہيٹي
bn:00075904n	دم پونچھ
bn:00076033n	
bn:00076039n	
bn:00076158n	تِرپال‎
bn:00076179n	
bn:00076212n	
bn:00076252n	ٹیکس_دہندہ باج_گزار‎ محصول_دہندہ‎ ٹیکس_دہندہ‎
bn:00076299n	ساگوان
bn:00076301n	
bn:00076312n	آنسو
bn:00076330n	
bn:00076338n	ٹیکنیشن‎
bn:00076341n	
bn:00076373n	ویڈیو بعید_نُما منظرہ ٹیلی_ویژن بَعِید_نُما‎ دُور_نُمائی‎ ٹیْلی_وِیْژَن‎ video television tv بعد_نما بعيد_نما بعيد_نُما بعيدنما بعید_نما بعیدنما دورنما ويڈيو ٹي_وي ٹيلي_ويژن ٹيلي_وژن ٹيليويژن ٹيليوژن ٹيلے_ويژن ٹيلے_وژن ٹيلےويژن ٹيلےوژن ٹيوي ٹی_وی ٹیلی_وژن ٹیلیوژن ٹیلیویژن ٹیلے_وژن ٹیلے_ویژن ٹیلےوژن ٹیلےویژن ٹیوی
bn:00076382n	تار تار‎ ٹیلیگرام‎
bn:00076383n	ٹیلیگراف‎
bn:00076386n	
bn:00076421n	
bn:00076429n	ٹیلی_ویژن_پروگرام
bn:00076457n	درجہ_حرارت درجہ_حرارت‎ درجهٔ_حرارت درجۂ_حرارت
bn:00076465n	معبد
bn:00076496n	
bn:00076525n	گیند_خانہ‎
bn:00076552n	
bn:00076553n	
bn:00076587n	
bn:00076588n	دورانیہ
bn:00076630n	
bn:00076647n	
bn:00076648n	
bn:00076674n	
bn:00076675n	
bn:00076677n	
bn:00076681n	
bn:00076726n	
bn:00076732n	متن
bn:00076740n	
bn:00076744n	جمعرات برہسپتیوار‎ جمعرات‎ پنج_شنبہ‎ گرووار‎
bn:00076767n	جَزاک_اَللٰہ_خَیر‎ جَزاک_اَللٰہ‎ دَھنْیَہ_واد‎ شُکْرِیَہ‎ مِہْرْبانی‎ نَوازِش‎
bn:00076768n	
bn:00076770n	یوم_شکرانہ يوم_شكرانہ یوم_اظہار_تشکر
bn:00076778n	
bn:00076789n	حقیقت‎ سچ‎
bn:00076816n	
bn:00076825n	
bn:00076827n	الٰہیات اِلٰہیات‎
bn:00076831n	قضیہ theorem قضيہ
bn:00076834n	نظریہ teoria theory نظريہ
bn:00076843n	علاج
bn:00076856n	
bn:00076866n	
bn:00076877n	حر_پیما تَھرْما_مِیٹَر‎ thermometer تھرما_ميٹر تھرما_میٹر تھرماميٹر تھرمامیٹر تھرمو_ميٹر تھرمو_میٹر تھرموميٹر تھرمومیٹر حر_پيما حرپيما حرپیما حَرپيما حَرپیما
bn:00076918n	
bn:00076919n	
bn:00076920n	
bn:00076921n	
bn:00076922n	
bn:00076923n	
bn:00076924n	
bn:00076925n	چیز‎
bn:00076929n	
bn:00076944n	
bn:00076945n	
bn:00077016n	
bn:00077028n	دھاگا‎ سوت‎
bn:00077032n	
bn:00077033n	
bn:00077055n	
bn:00077066n	
bn:00077067n	
bn:00077084n	انجماد_خون
bn:00077085n	
bn:00077141n	
bn:00077142n	
bn:00077143n	
bn:00077158n	تبتی_زبانیں
bn:00077172n	گھڑی واچ‎ گَھڑی‎ watch گھڑي
bn:00077199n	مدوجزر tides مد_و_جزر
bn:00077208n	ٹائی
bn:00077209n	
bn:00077255n	
bn:00077267n	
bn:00077268n	
bn:00077269n	
bn:00077270n	وقت
bn:00077271n	
bn:00077281n	
bn:00077291n	
bn:00077295n	
bn:00077309n	
bn:00077311n	
bn:00077318n	
bn:00077321n	
bn:00077365n	
bn:00077377n	ٹائر
bn:00077386n	نسیج tissue انسجہ بافت بافتیں نسائج نسیجات نسیجوں نسیجی ٹشو بافتيں نسيج نسيجات نسيجوں نسيجي
bn:00077387n	
bn:00077398n	
bn:00077409n	عنوان
bn:00077433n	ٹوسٹ
bn:00077462n	
bn:00077463n	
bn:00077465n	
bn:00077516n	
bn:00077526n	
bn:00077549n	depending_on_context
bn:00077550n	
bn:00077552n	
bn:00077553n	
bn:00077554n	لہجے_والی_زبان سروں_والی_زبان لہجے_والي_زبان
bn:00077571n	
bn:00077572n	زبان_توڑ_جملہ
bn:00077585n	اوزار tool اوزارات اوزاروں ٹول
bn:00077586n	
bn:00077593n	دانت دانتوں
bn:00077594n	
bn:00077604n	ٹُوتھ_پیسْٹ‎
bn:00077607n	
bn:00077608n	
bn:00077609n	
bn:00077657n	مَشْعَل‎‎ ٹارْچ‎
bn:00077666n	
bn:00077667n	بگولا طوفان_گرد_و_باد tornado
bn:00077726n	
bn:00077736n	touchdown
bn:00077758n	
bn:00077760n	
bn:00077761n	تولیہ تولیہ‎
bn:00077766n	برج tower
bn:00077773n	قصبہ
bn:00077774n	
bn:00077775n	ٹاؤن_شپ شہر‎ ٹاون_شپ
bn:00077776n	
bn:00077784n	
bn:00077794n	سم toxic toxin زہراب ٹاکسن سام ٹاكسن
